Abbreviation,FIPS,name,geographytype,year,residentpopulation,percentchangeinresidentpopulatio,popdensity,geoid2,geoid,geodisplaylabel,giniIndex,total_pop,percentNoWeb,percentWithWeb,meanHouseholdSize,percentHsEdu,percentBachelorsEdu,medianHouseholdIncome,meanHouseholdIncome,perCapitaIncome,uninsuredRate,ueRate,percentArmedForces,total_higherEd,percentEnglishOnly,medianAge,percent65andOlder,percentHigherEd,y,x,geoid2_20,idxpopdens
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,36273,8600000US36273,ZCTA5 36273,.41350001,1227,32.273838,62.510189,2.6300001,81.599998,12.7,47645,56939,22644,17.4,8.2904882,0,61,97.504921,39.299999,13.8,2.0026264,17.4,22644,36273,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,36607,8600000US36607,ZCTA5 36607,.56209999,2621,35.482639,61.045403,2.1900001,85,30.1,34953,58314,27136,11.5,13.037448,0,181,98.73262,42.5,20.1,3.1860588,11.5,27136,36607,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,35019,8600000US35019,ZCTA5 35019,.41949999,810,38.641975,56.049381,2.53,79.300003,8.1000004,31500,44984,18284,15.6,2.9372497,0,92,95.421432,41.599998,19.200001,4.7866807,15.6,18284,35019,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,36522,8600000US36522,ZCTA5 36522,.38209999,2443,32.255424,63.651249,2.8900001,81.800003,10.9,44627,51033,18566,12.2,3.8105807,0,257,97.076736,36.299999,13.5,3.9129112,12.2,18566,36522,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,36556,8600000US36556,ZCTA5 36556,.51319999,222,11.711712,70.720718,2.72,85.5,4.1999998,,48649,18309,14.6,0,0,0,100,35.200001,29.700001,0,14.6,18309,36556,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,36017,8600000US36017,ZCTA5 36017,.48710001,694,43.948128,52.017292,2.54,70.400002,7.0999999,28125,44390,13007,11.8,8.4112148,0,128,91.978798,39.299999,14.7,4.5229683,11.8,13007,36017,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,36022,8600000US36022,ZCTA5 36022,.43099999,4478,17.463154,78.427872,2.7,89.400002,21.200001,62346,78772,28501,8.1000004,4.339119,.68848532,679,98.853821,39.299999,10.8,5.8078866,8.1000004,28501,36022,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,36786,8600000US36786,ZCTA5 36786,.53939998,1084,57.01107,41.789669,2.75,74.800003,15.5,18067,30934,13572,12.9,15.671641,0,83,100,33.299999,13.9,2.9453514,12.9,13572,36786,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,35404,8600000US35404,ZCTA5 35404,.47999999,7948,23.930548,70.306999,2.76,88.800003,27.299999,39574,54398,21269,14.2,4.9959855,.1291503,3368,88.865883,29.700001,10.1,16.219601,14.2,21269,35404,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,36784,8600000US36784,ZCTA5 36784,.48899999,2820,47.482269,51.063831,2.51,78.099998,16.1,37500,56646,23127,8.6000004,9.992733,0,177,99.00946,42,17.6,2.6167948,8.6000004,23127,36784,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,36446,8600000US36446,ZCTA5 36446,.4061,180,67.777779,26.666666,2.8399999,70.400002,4.0999999,26250,28087,10484,15.7,33.513512,0,4,99.561401,48.099998,23.300001,.87719297,15.7,10484,36446,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,36505,8600000US36505,ZCTA5 36505,.43849999,669,29.147982,70.85202,2.9000001,78.900002,19.5,49767,64976,22863,4.6999998,6.940063,0,122,92.775665,41.200001,14,6.6268334,4.6999998,22863,36505,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,36615,8600000US36615,ZCTA5 36615,,0,,,,,,,,,,,,0,,,100,,,,36615,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,35405,8600000US35405,ZCTA5 35405,.41280001,16259,17.479549,79.734299,2.71,91.099998,33.299999,52407,66398,25946,7.1999998,5.1540866,.1032643,3641,95.815056,32.599998,10.9,8.8230305,7.1999998,25946,35405,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,35989,8600000US35989,ZCTA5 35989,.50889999,1310,36.106869,58.778625,2.77,77.699997,19.799999,35536,56547,20913,9.8000002,8.4947844,0,126,88.208824,36.200001,15.299999,3.7803781,9.8000002,20913,35989,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,35049,8600000US35049,ZCTA5 35049,.3856,1335,22.47191,74.531837,2.6500001,81.900002,18,41477,50254,19460,8.1999998,5.4253182,0,157,90.831818,40.400002,17.300001,4.7662416,8.1999998,19460,35049,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,35582,8600000US35582,ZCTA5 35582,.42640001,1642,30.511572,63.276493,2.5599999,78.5,12.7,36795,46029,18221,11.7,9.4007692,0,120,94.830574,40.200001,17.6,2.9680929,11.7,18221,35582,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,35744,8600000US35744,ZCTA5 35744,.3204,854,53.27869,42.037472,2.75,74,8,35714,43104,15956,8,11.396648,0,53,97.832817,40.700001,26.799999,2.3440955,8,15956,35744,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,35178,8600000US35178,ZCTA5 35178,.40220001,1423,21.08222,71.18763,2.9000001,79.400002,10.5,47782,56912,20202,11.8,7.4644551,0,161,98.729675,40.299999,19.799999,4.0904469,11.8,20202,35178,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,36863,8600000US36863,ZCTA5 36863,.49180001,4844,32.06028,64.265068,2.3900001,81.300003,14.9,36746,52761,23035,12.9,8.4195509,0,417,98.494194,45.200001,20.4,3.782656,12.9,23035,36863,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,36865,8600000US36865,ZCTA5 36865,.38589999,15,46.666668,20,1.9299999,100,4.1999998,41250,40033,21548,0,0,0,0,100,60.099998,17.200001,0,0,21548,36865,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,36532,8600000US36532,ZCTA5 36532,.47780001,11841,12.929651,84.1483,2.79,93.5,46.400002,63519,95109,35703,7.3000002,5.8100028,.10132502,1327,95.90242,43.900002,20.5,4.215107,7.3000002,35703,36532,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,35571,8600000US35571,ZCTA5 35571,.4862,374,44.652405,53.743317,2.3199999,73.599998,9,36786,55257,24103,14,18.041237,.2670227,10,98.139534,46.5,17.6,1.1627907,14,24103,35571,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,36322,8600000US36322,ZCTA5 36322,.4321,3455,21.678726,73.111435,2.5899999,85.800003,14.3,40716,52201,21019,18.9,13.322502,5.5958695,528,91.679413,38.299999,13.7,6.2139578,18.9,21019,36322,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,35221,8600000US35221,ZCTA5 35221,.5151,1906,35.362015,56.925499,2.47,87,14.2,32627,47022,20442,15.1,11.917098,0,235,97.645248,41,19.300001,5.1716547,15.1,20442,35221,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,36262,8600000US36262,ZCTA5 36262,.54049999,561,42.959003,52.584671,2.5599999,75.099998,6.0999999,34375,61334,24671,13.7,6.6884174,0,49,92.143402,37.900002,17.299999,3.7376049,13.7,24671,36262,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,35023,8600000US35023,ZCTA5 35023,.40130001,8597,21.239967,76.829124,2.6400001,85.599998,13.2,49570,60717,22095,10.1,7.3004603,0,1241,98.662048,40.599998,16.799999,5.4439373,10.1,22095,35023,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,35077,8600000US35077,ZCTA5 35077,.44620001,4781,30.349298,66.847939,2.52,81.199997,12.9,38133,48794,19834,13.1,7.3495731,.13426681,723,96.60788,43,19.9,6.1007509,13.1,19834,35077,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,35584,8600000US35584,ZCTA5 35584,.44929999,149,40.268456,44.295303,2.74,81.400002,3.0999999,26875,37160,14716,15.4,30.370371,0,21,100,39.400002,19.1,5.3708439,15.4,14716,35584,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,36314,8600000US36314,ZCTA5 36314,.49680001,214,47.663551,51.86916,2.21,79.199997,21.299999,44583,57939,27342,13.1,.85836911,0,3,100,50.299999,29.4,.65502185,13.1,27342,36314,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,36352,8600000US36352,ZCTA5 36352,.40020001,1895,21.319262,76.622688,2.75,84.400002,18.1,52882,65999,25705,13.4,9.460907,.067294754,322,95.489326,42.799999,15.7,6.4840918,13.4,25705,36352,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,36451,8600000US36451,ZCTA5 36451,.47049999,1956,45.14315,49.948875,2.3399999,84.099998,12.4,45793,55206,24532,7.9000001,9.0076332,0,182,99.053841,46.5,21.5,4.1000223,7.9000001,24532,36451,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,35755,8600000US35755,ZCTA5 35755,.43799999,276,31.15942,66.304344,2.73,89.300003,24.4,40417,57899,22019,23,8.6294413,0,20,99.716309,51.099998,21.4,2.8368795,23,22019,35755,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,36524,8600000US36524,ZCTA5 36524,.421,477,55.345913,42.348007,2.5599999,84.800003,10.6,34598,43935,17690,7,19.796955,.82474226,12,99.140892,41.599998,24.4,1.0309278,7,17690,36524,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,36264,8600000US36264,ZCTA5 36264,.4558,3361,37.518597,57.512646,2.53,74.099998,13.5,35618,49113,19856,12.6,9.1441965,.42218664,194,98.338425,42,19.1,2.3701894,12.6,19856,36264,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,35172,8600000US35172,ZCTA5 35172,.52509999,1159,41.328732,53.149265,2.54,68.699997,6,33638,53781,22058,15.2,12.371134,0,59,93.610809,46.5,17.1,2.1540709,15.2,22058,35172,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,36901,8600000US36901,ZCTA5 36901,.26660001,193,59.585491,40.414509,2.0599999,90.300003,2.2,23911,27424,16421,15.9,0,0,27,100,62.299999,46.800003,6.8010077,15.9,16421,36901,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,36553,8600000US36553,ZCTA5 36553,.51349998,958,33.507305,63.048016,3.02,84.5,5,48143,76225,35443,5.6999998,16.586308,0,169,99.895691,41.299999,11.7,5.8762169,5.6999998,35443,36553,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,36066,8600000US36066,ZCTA5 36066,.43130001,7888,10.712475,87.36055,2.4200001,91.699997,36.400002,63792,81994,33408,8,4.6695094,3.1713316,1011,93.722763,37.099998,14.4,5.5767002,8,33408,36066,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,35046,8600000US35046,ZCTA5 35046,.39820001,1946,28.571428,63.103802,2.51,81.900002,18,44048,52333,21858,12.8,4.2427235,0,248,98.803719,41,17.4,5.4940186,12.8,21858,35046,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,36861,8600000US36861,ZCTA5 36861,.45469999,1308,23.929663,71.177368,2.28,81.5,22,50000,64075,28263,10.5,4.535316,0,135,98.537415,49,22.200001,4.5918369,10.5,28263,36861,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,35906,8600000US35906,ZCTA5 35906,.40830001,4094,14.264778,79.702003,2.4300001,92.099998,26.5,49455,60983,25780,9.6000004,6.7329416,.21429472,773,95.799126,40.299999,16.6,8.2418165,9.6000004,25780,35906,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,35586,8600000US35586,ZCTA5 35586,.4005,1864,48.175964,50.643776,2.0899999,74,8,28905,35857,16795,12,11.607142,0,57,100,52,22.9,1.5293802,12,16795,35586,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,36866,8600000US36866,ZCTA5 36866,.40580001,1712,33.70327,60.689251,2.1300001,88.699997,14.1,39773,46123,21144,9,12.978618,0,162,100,45.200001,18.9,4.6418338,9,21144,36866,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,36482,8600000US36482,ZCTA5 36482,.55549997,288,43.75,56.25,2.22,86.300003,11.3,,37162,17671,0,21.923077,0,52,80.882355,54.099998,11.2,8.4967318,0,17671,36482,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,36548,8600000US36548,ZCTA5 36548,.48609999,430,33.255814,58.372093,2.0899999,95.599998,17,,56509,28504,11,7.1428571,0,43,100,47.200001,13.200001,4.7991071,11,28504,36548,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,35564,8600000US35564,ZCTA5 35564,.49380001,835,34.970058,60.718563,2.4100001,78,8.6000004,27708,43977,18430,9.3999996,6.6909976,0,117,99.076088,41.700001,17.700001,6.3586955,9.3999996,18430,35564,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,35128,8600000US35128,ZCTA5 35128,.44909999,4592,18.4669,71.450348,2.4200001,85.400002,19,50101,69736,29325,10.9,8.2784252,0,405,96.526787,39.5,16.5,3.8538396,10.9,29325,35128,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,35464,8600000US35464,ZCTA5 35464,.54250002,238,60.5042,33.613445,2.8599999,80.199997,18.1,16667,25284,10387,12.8,0,0,46,100,30,12,7.2100315,12.8,10387,35464,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,35808,8600000US35808,ZCTA5 35808,.338,310,1.2903225,96.451614,3.0599999,98.199997,45.299999,76750,88564,29885,1.4,14.718615,43.881855,200,93.230316,23.6,2,14.716703,1.4,29885,35808,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,35459,8600000US35459,ZCTA5 35459,.38499999,386,44.559586,52.331608,3.02,81.300003,13,37197,46144,16813,13.1,3.2467532,0,0,99.818184,30.1,16.5,0,13.1,16813,35459,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,35452,8600000US35452,ZCTA5 35452,.48500001,1116,27.508961,69.53405,2.8499999,82.800003,13.4,56406,80344,29189,9.5,5.6875448,0,161,92.164055,41.299999,22.700001,5.3684564,9.5,29189,35452,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,36035,8600000US36035,ZCTA5 36035,.4052,639,39.593113,56.964005,2.51,85,23.6,43517,56109,23256,7,4.8366013,0,58,97.648689,42.5,20.799999,4.011065,7,23256,36035,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,35764,8600000US35764,ZCTA5 35764,.38510001,226,36.283184,58.849556,2.73,70.099998,6.4000001,33333,38700,15036,10.7,22.134388,0,9,99.831932,38,15.2,1.5126051,10.7,15036,35764,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,35187,8600000US35187,ZCTA5 35187,.38659999,7,0,100,1.4299999,60,0,,,25650,0,,0,0,100,68.5,100,0,0,25650,35187,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,36268,8600000US36268,ZCTA5 36268,.4339,2394,28.863827,69.38179,2.49,79.699997,10.9,48278,57163,23378,8.3999996,4.6079526,0,286,98.318428,40.400002,15.7,5.1162791,8.3999996,23378,36268,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,35759,8600000US35759,ZCTA5 35759,.41139999,2896,10.151934,88.363258,2.6099999,93.5,36.400002,83533,99285,38665,5.4000001,7.9939666,.15085484,417,94.284157,42.799999,13.8,5.6750135,5.4000001,38665,35759,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,35903,8600000US35903,ZCTA5 35903,.44800001,6719,30.391428,64.235748,2.55,80,14.9,34409,47767,20074,14.3,7.7932405,0,1021,95.619011,39.099998,16.9,6.2297883,14.3,20074,35903,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,36853,8600000US36853,ZCTA5 36853,.44209999,3345,26.188341,69.656204,2.3599999,86.300003,28.4,51670,65203,27404,7.9000001,5.5158987,0,452,98.86364,51.099998,25.799999,5.8367767,7.9000001,27404,36853,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,35652,8600000US35652,ZCTA5 35652,.45379999,3633,33.223232,58.2714,2.3299999,85.800003,20.299999,46804,61863,26890,7.5,6.1538463,0,315,98.740021,45.799999,22.799999,3.9296408,7.5,26890,35652,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,36034,8600000US36034,ZCTA5 36034,.45210001,331,40.7855,51.057404,2.8599999,84.599998,11.8,37917,52856,18624,17.6,6.0913706,0,24,99.775024,33.299999,12.2,2.6996624,17.6,18624,36034,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,36009,8600000US36009,ZCTA5 36009,.5122,958,43.736954,52.609604,2.4400001,83.300003,19.1,35735,56517,25699,5.9000001,2.3276634,0,58,99.646797,44.200001,19.799999,2.5607064,5.9000001,25699,36009,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,35549,8600000US35549,ZCTA5 35549,.45070001,1502,33.089214,62.450066,2.49,74,8.6999998,33281,44762,18850,14,8.0691643,0,70,98.908478,46.299999,20.599998,1.959138,14,18850,35549,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,35748,8600000US35748,ZCTA5 35748,.52410001,2607,22.171078,74.645187,2.7,84.800003,27.5,62313,93993,35436,10.4,7.7933984,.25044721,145,97.528687,43.099998,13.9,2.1329803,10.4,35436,35748,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,35091,8600000US35091,ZCTA5 35091,.3576,965,8.7046633,89.222801,3.1099999,91.599998,24.299999,77218,84336,27895,2.5,4.4654937,0,83,99.822762,36.700001,8.8000002,2.942219,2.5,27895,35091,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,35896,8600000US35896,ZCTA5 35896,,0,,,,100,0,,,3365,7.6999998,30.545454,0,684,93.274857,19.9,0,100,7.6999998,3365,35896,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,36732,8600000US36732,ZCTA5 36732,.4993,3407,36.131493,58.291752,2.3499999,87.400002,21.9,27377,48411,21295,8.5,12.726176,0,437,98.559807,38.599998,15.5,5.8274436,8.5,21295,36732,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,36370,8600000US36370,ZCTA5 36370,.55369997,359,45.961002,50.139275,2.4300001,73.199997,3,41696,61340,26258,11.8,8.5872574,0,33,100,50.200001,22.5,3.9903264,11.8,26258,36370,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,35057,8600000US35057,ZCTA5 35057,.40759999,4838,28.772221,68.396034,2.78,79.5,15.1,49605,62556,23066,13.3,5.3592563,.32764769,329,97.037933,38.700001,16.4,2.6553671,13.3,23066,35057,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,36105,8600000US36105,ZCTA5 36105,.4842,3989,42.266232,52.544498,2.5699999,74.300003,13.5,31454,47125,19611,15.9,12.046134,0,356,98.757317,44.700001,19.4,3.656157,15.9,19611,36105,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,35816,8600000US35816,ZCTA5 35816,.4619,6458,24.759987,67.993187,1.9299999,85.5,23.799999,24423,32550,16716,17.5,11.240934,0,3098,91.414635,28.1,11.7,25.186993,17.5,16716,35816,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,36020,8600000US36020,ZCTA5 36020,.43560001,380,26.842106,66.578949,2.73,84.300003,21.6,42750,58812,22251,3.5999999,4.0572791,.35928145,43,97.693077,41.5,18.6,4.3129387,3.5999999,22251,36020,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,35016,8600000US35016,ZCTA5 35016,.4587,6339,24.309828,71.00489,2.5799999,87.699997,20.5,45435,62404,25113,11.6,6.3695126,.015004877,632,97.822304,42.700001,19.700001,4.0719028,11.6,25113,35016,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,35806,8600000US35806,ZCTA5 35806,.4499,9756,11.623616,86.254616,2.1400001,95.199997,55.5,71900,88000,40890,6.9000001,5.044189,.42613637,2311,93.325661,36.5,12.8,11.562515,6.9000001,40890,35806,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,35044,8600000US35044,ZCTA5 35044,.41929999,3186,22.159447,67.796608,2.3599999,82.800003,8.8999996,38490,46065,19576,11.3,10.5698,0,232,98.068184,38.599998,15.6,3.2954545,11.3,19576,35044,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,36562,8600000US36562,ZCTA5 36562,.4237,509,27.897839,66.994102,3.24,75.800003,6.8000002,38661,51468,18192,6.4000001,10.238429,0,27,97.67141,39.700001,17.4,1.7464424,6.4000001,18192,36562,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,35064,8600000US35064,ZCTA5 35064,.43059999,4657,29.954906,61.971226,2.28,89.800003,18.200001,36211,43649,19116,8.6999998,11.97491,0,1239,98.048691,36.599998,14.6,11.736289,8.6999998,19116,35064,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,35071,8600000US35071,ZCTA5 35071,.396,6146,20.013016,77.399933,2.52,93.300003,27.9,62570,74873,29951,5.8000002,4.9407115,0,654,96.348061,40.700001,18.4,4.4809866,5.8000002,29951,35071,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,35072,8600000US35072,ZCTA5 35072,.43920001,1903,40.252232,57.01524,2.54,77.699997,10.3,37991,47976,19349,10.8,14.430993,0,220,98.694351,45.200001,18.9,4.7089043,10.8,19349,35072,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,35079,8600000US35079,ZCTA5 35079,.38600001,3230,26.934984,70.12384,2.77,85.199997,11.3,51406,59717,22569,10.5,2.8374436,.36779732,135,99.049797,40.799999,17.9,1.6237671,10.5,22569,35079,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,35080,8600000US35080,ZCTA5 35080,.32539999,6115,6.3614063,91.300079,2.8299999,96.699997,49.900002,83933,91655,32888,4.8000002,3.048255,0,1021,94.279793,35.5,8.8999996,6.4109006,4.8000002,32888,35080,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,35083,8600000US35083,ZCTA5 35083,.42469999,1373,44.573925,48.288418,2.55,80.300003,9.3999996,35092,41319,16591,17.6,7.9119086,0,57,99.470406,34.200001,18.299999,1.7757009,17.6,16591,35083,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,35089,8600000US35089,ZCTA5 35089,.41260001,781,51.344429,47.11908,2.3800001,72.800003,8.3999996,28189,36378,17556,14.1,12.430167,0,18,97.042717,51.799999,26.6,.98576123,14.1,17556,35089,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,36040,8600000US36040,ZCTA5 36040,.49439999,1443,50.173248,46.846848,2.4000001,71.199997,9.6000004,22584,35482,14910,9.6000004,16.212004,0,89,99.046448,39.799999,18,2.7376192,9.6000004,14910,36040,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,36269,8600000US36269,ZCTA5 36269,.34369999,442,27.828054,64.479637,2.79,77.800003,10.9,51429,51203,18801,15.9,0,0,61,99.035934,39.200001,19.1,5.3461876,15.9,18801,36269,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,36067,8600000US36067,ZCTA5 36067,.4445,10290,23.945578,73.91642,2.71,85.400002,21,50840,65068,24239,10,5.9962378,.41386923,1017,96.460678,37.200001,13.5,3.8251777,10,24239,36067,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,36310,8600000US36310,ZCTA5 36310,.4657,2555,33.30724,63.131115,2.3699999,79.099998,13.7,40186,50597,22080,13.9,8.5596704,0,205,98.117294,48.5,25.799999,3.4155281,13.9,22080,36310,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,35114,8600000US35114,ZCTA5 35114,.3488,3022,8.6366644,88.219719,2.8,90.199997,44.700001,80948,93724,34325,8.1999998,4.2033024,0,576,93.732155,37.799999,11.6,7.1490631,8.1999998,34325,35114,1
AL,1,Alabama,State,2010,"4,779,736",7.5,94.40000000000001,35116,8600000US35116,ZCTA5 35116,.382,1697,16.440779,79.257515,2.52,90.599998,21.5,64950,74537,30193,5.0999999,6.4605446,0,223,97.73455,46.5,16.6,5.4912581,5.0999999,30193,35116,1
